Mod:Item:MetaData, Localized Name
biomesoplenty:sapling_0:4, Теневой Саженец
biomesoplenty:sapling_0:5, Мёртвый Саженец
biomesoplenty:sapling_0:6, Пихтовый Саженец
biomesoplenty:sapling_0:7, Эфирный Саженец
biomesoplenty:sapling_1:0, Изначальный Саженец
biomesoplenty:sapling_1:1, Розовая Вишнёвый Саженец
biomesoplenty:sapling_1:2, Белый Вишнёвый Саженец
biomesoplenty:sapling_1:3, Кленовый Саженец
biomesoplenty:sapling_1:4, Саженец из Адского Дерева
biomesoplenty:sapling_1:5, Саженец Цветущегой Дуба
biomesoplenty:sapling_1:6, Жакарандовый Саженец
biomesoplenty:sapling_1:7, Саженец Священного Дуба
biomesoplenty:sapling_2:0, Мангрововый Саженец
biomesoplenty:sapling_2:1, Пальмовый Саженец
biomesoplenty:sapling_2:2, Саженец Красного Дерева
biomesoplenty:sapling_2:3, Ивовый Саженец
biomesoplenty:sapling_2:4, Сосновый Саженец
biomesoplenty:sapling_2:5, Махагоновый Саженец
biomesoplenty:sapling_2:6, Эбеновый Саженец
biomesoplenty:sapling_2:7, Эвкалиптовый Саженец
biomesoplenty:plant_0:0, Короткая трава
biomesoplenty:plant_0:1, Средняя трава
biomesoplenty:plant_0:2, Кустарник
biomesoplenty:plant_0:3, Росток
biomesoplenty:plant_0:4, Ядовитый Плющ
biomesoplenty:plant_0:5, Ягодный Куст
biomesoplenty:plant_0:6, Куст
biomesoplenty:plant_0:7, Пшеничная Трава
biomesoplenty:plant_0:8, Сырая Трава
biomesoplenty:plant_0:9, Кору
biomesoplenty:plant_0:10, Клеверная Повязка
biomesoplenty:plant_0:11, Куча Листьев
biomesoplenty:plant_0:12, Куча Мёртвых Листьев
biomesoplenty:plant_0:13, Мёртвая Трава
biomesoplenty:plant_0:14, Пустынная Трава
biomesoplenty:plant_0:15, Пустынные Ростки
biomesoplenty:plant_1:0, Дюнная Трава
biomesoplenty:plant_1:1, Спектральный Папоротник
biomesoplenty:plant_1:2, Колючий Кустарник
biomesoplenty:plant_1:3, Дикий Рис
biomesoplenty:plant_1:4, Рогоз
biomesoplenty:plant_1:5, Речной Тростник
biomesoplenty:plant_1:6, Крошечный Кактус
biomesoplenty:plant_1:7, Дьявольская Трава
biomesoplenty:plant_1:8, Камыш
biomesoplenty:plant_1:9, Корень
biomesoplenty:plant_1:10, Раффлезия
biomesoplenty:plant_1:11, Ячмень
biomesoplenty:double_plant:0, Лён
biomesoplenty:double_plant:1, Высокий Рогоз
biomesoplenty:double_plant:2, Глазное Яблоко
biomesoplenty:double_plant:3, Морской Овёс
biomesoplenty:mushroom:0, Поганка
biomesoplenty:mushroom:1, Портобелло
biomesoplenty:mushroom:2, Млечник Голубой
biomesoplenty:mushroom:3, Светящиеся Гриб
biomesoplenty:mushroom:4, Плоский Гриб
biomesoplenty:mushroom:5, Тёмный Гриб
biomesoplenty:bramble_plant:0, Ежевика
biomesoplenty:flower_0:0, Клевер
biomesoplenty:flower_0:1, Болотный Цветок
biomesoplenty:flower_0:2, Смертельный Цветок
biomesoplenty:flower_0:3, Светящиеся Цветок
biomesoplenty:flower_0:4, Синяя Гортензия
biomesoplenty:flower_0:5, Оранжевая Космея
biomesoplenty:flower_0:6, Розовый Нарцисс
biomesoplenty:flower_0:7, Дикий Цветок
biomesoplenty:flower_0:8, Фиалка
biomesoplenty:flower_0:9, Белый Анемон
biomesoplenty:flower_0:10, Лотос Края
biomesoplenty:flower_0:11, Бромелия
biomesoplenty:flower_0:12, Увядшая Лилия
biomesoplenty:flower_0:13, Розовый Гибискус
biomesoplenty:flower_0:14, Ландыш
biomesoplenty:flower_0:15, Горицвет
biomesoplenty:flower_1:0, Лаванда
biomesoplenty:flower_1:1, Золотарник
biomesoplenty:flower_1:2, Колокольчики
biomesoplenty:flower_1:3, Радость Шахтёра
biomesoplenty:flower_1:4, Ледяной Ирис
biomesoplenty:flower_1:5, Роза
biomesoplenty:ivy:0, Плющ
biomesoplenty:willow_vine:0, Ивовая Лоза
biomesoplenty:terrarium:0, Террариум Папоротника
biomesoplenty:terrarium:1, Террариум Грибов
biomesoplenty:terrarium:2, Террариум Кактуса
biomesoplenty:terrarium:3, Террариум Льна
biomesoplenty:terrarium:4, Террариум Цветка
biomesoplenty:terrarium:5, Террариум Кору
biomesoplenty:terrarium:6, Террариум Бамбука
biomesoplenty:terrarium:7, Beach Terrarium
biomesoplenty:terrarium:8, Террариум Светящегося Гриба
biomesoplenty:terrarium:9, Террариум Засухи
biomesoplenty:terrarium:10, Мистический Террариум
biomesoplenty:terrarium:11, Зловещий Террариум
biomesoplenty:terrarium:12, Террариум Пустоши
biomesoplenty:terrarium:13, Изначальный Террариум
biomesoplenty:terrarium:14, Адский Террариум
biomesoplenty:terrarium:15, Террариум Края
biomesoplenty:jar_filled:0, Медовая Банка
biomesoplenty:jar_filled:1, Банка с Синим Огнём
biomesoplenty:jar_empty, Пустая Банка
biomesoplenty:boat_sacred_oak, Лодка из Священного Дуба
biomesoplenty:boat_cherry, Вишневая Лодка
biomesoplenty:boat_umbran, Теневая Лодка
biomesoplenty:boat_fir, Пихтовая Лодка
biomesoplenty:boat_ethereal, Эфирная Лодка
biomesoplenty:boat_magic, Магическая Лодка
biomesoplenty:boat_mangrove, Мангровая Лодка
biomesoplenty:boat_palm, Пальмовая Лодка
biomesoplenty:boat_redwood, Лодка из Краснового Дерева
biomesoplenty:boat_willow, Ивовая Лодка
biomesoplenty:boat_pine, Сосновая Лодка
biomesoplenty:boat_hellbark, Лодка из Адского Дерева
biomesoplenty:boat_jacaranda, Жакарандовая Лодка
biomesoplenty:boat_mahogany, Махагониевая Лодка
biomesoplenty:boat_ebony, Эбоновая Лодка
biomesoplenty:boat_eucalyptus, Эвкалиптовая Лодка
biomesoplenty:biome_finder, Искатель Биомов
biomesoplenty:record_wanderer, Музыкальная Пластинка
biomesoplenty:mudball, Комок Грязи
biomesoplenty:mud_brick, Грязевой Кирпич
biomesoplenty:ash, Кучка Пепла
biomesoplenty:fleshchunk, Кусок Плоти
biomesoplenty:gem:0, Аметист Края
biomesoplenty:gem:1, Рубин
biomesoplenty:gem:2, Хризолит
biomesoplenty:gem:3, Топаз
biomesoplenty:gem:4, Танзанит
biomesoplenty:gem:5, Малахит
biomesoplenty:gem:6, Сапфир
biomesoplenty:gem:7, Янтарь
biomesoplenty:terrestrial_artifact, Земной Артефакт
biomesoplenty:crystal_shard, Осколок Небесного Кристалла
biomesoplenty:biome_essence, Эссенция Биома
biomesoplenty:berries, Ягода
biomesoplenty:pear, Груша
biomesoplenty:peach, Персик
biomesoplenty:persimmon, Хурма
biomesoplenty:honeycomb, Пустые Медовые Соты
biomesoplenty:filled_honeycomb, Заполненные Медовые Соты
biomesoplenty:shroompowder, Грибной Порошок
biomesoplenty:ricebowl, Миска Риса
biomesoplenty:blue_dye, Синий Краситель
biomesoplenty:brown_dye, Коричневая Краситель
biomesoplenty:green_dye, Зелёный Краситель
biomesoplenty:white_dye, Белый Краситель
biomesoplenty:black_dye, Чёрный Краситель
biomesoplenty:earth, Земля
forge:bucketfilled, %s Ведро
appliedenergistics2:quartz_ore, Руда истинного кварца
appliedenergistics2:charged_quartz_ore, Заряженная руда истинного кварца
appliedenergistics2:matrix_frame, Каркас матрицы
appliedenergistics2:quartz_block, Блок истинного кварца
appliedenergistics2:quartz_pillar, Колонна истинного кварца
appliedenergistics2:chiseled_quartz_block, Резной блок истинного кварца
appliedenergistics2:quartz_glass, Кварцевое стекло
appliedenergistics2:quartz_vibrant_glass, Энергичное кварцевое стекло
appliedenergistics2:quartz_fixture, Светильник из заряженного кварца
appliedenergistics2:fluix_block, Изменчивый блок
appliedenergistics2:sky_stone_block, Небесный камень
appliedenergistics2:smooth_sky_stone_block, Блок небесного камня
appliedenergistics2:sky_stone_brick, Кирпич небесного камня
appliedenergistics2:sky_stone_small_brick, Малый кирпич небесного камня
appliedenergistics2:sky_stone_chest, Сундук из небесного камня
appliedenergistics2:smooth_sky_stone_chest, Сундук из блока небесного камня
appliedenergistics2:sky_compass, Метеоритный компас
appliedenergistics2:grindstone, Кварцевый дробитель
appliedenergistics2:crank, Деревянная рукоятка
appliedenergistics2:inscriber, Высекатель
appliedenergistics2:wireless_access_point, МЭ беспроводная точка доступа
appliedenergistics2:charger, Зарядник
appliedenergistics2:tiny_tnt, Маленький динамит
appliedenergistics2:security_station, МЭ терминал безопасности
appliedenergistics2:quantum_ring, МЭ квантовое кольцо
appliedenergistics2:quantum_link, МЭ камера квантовой связи
appliedenergistics2:spatial_pylon, Пространственный пилон
appliedenergistics2:spatial_io_port, Пространственный порт ввода\вывода
appliedenergistics2:controller, МЭ контроллер
appliedenergistics2:drive, МЭ накопитель
appliedenergistics2:chest, МЭ сундук
appliedenergistics2:interface, МЭ интерфейс
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Верстак для ячеек
appliedenergistics2:io_port, МЭ порт ввода\вывода
appliedenergistics2:condenser, Конденсатор материи
appliedenergistics2:energy_acceptor, Приёмщик энергии
appliedenergistics2:vibration_chamber, Вибрационная камера
appliedenergistics2:quartz_growth_accelerator, Ускоритель роста кристаллов
appliedenergistics2:energy_cell, Энергетическая ячейка
appliedenergistics2:dense_energy_cell, Плотная энергетическая ячейка
appliedenergistics2:creative_energy_cell, Творческая энергетическая ячейка
appliedenergistics2:crafting_unit, Блок крафта
appliedenergistics2:crafting_accelerator, Блок обработки крафта
appliedenergistics2:crafting_storage_1k, 1К хранилище крафта
